"","Subfamily","Tribe","Genus","Species","Sex","Abundance","SU","Strata","Trap","Date","Month","CMR","Obs","Lep"
"854","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF6","Understory","Und2","03/24/17","March","","",""
"855","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_necys",NA,1,"NF6","Understory","Und3","03/24/17","March","","Trap_base",""
"856","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_necys","F",1,"NF6","Understory","Und3","03/24/17","March","","",""
"857","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_necys","M",1,"NF6","Understory","Und3","03/24/17","March","","",""
"858","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_necys","M",1,"NF6","Understory","Und3","03/24/17","March","","",""
"859","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_necys","M",1,"NF6","Understory","Und3","03/24/17","March","","",""
"860","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_necys","M",1,"NF6","Understory","Und3","03/24/17","March","","",""
"861","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_necys","M",1,"NF6","Understory","Und3","03/24/17","March","","",""
"862","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_necys","M",1,"NF6","Understory","Und3","03/24/17","March","","",""
"863","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_necys","F",1,"NF6","Understory","Und3","03/24/17","March","","Voucher","475"
"864","Charaxinae","Preponini","Archaeoprepona","Archaeoprepona_chalciope","F",1,"NF6","Understory","Und3","03/24/17","March","","",""
"865","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF6","Understory","Und3","03/24/17","March","","",""
"866","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima",NA,1,"NF6","Understory","Und3","03/24/17","March","","",""
"867","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_necys","F",1,"NF6","Canopy","Can3","03/24/17","March","","",""
"868","Satyrinae","Satyrini","Carminda","Carminda_paeon","M",1,"NF6","Canopy","Can3","03/24/17","March","","Dead",""
"869","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF6","Understory","Und4","03/24/17","March","","",""
"870","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_quantius","F",1,"NF6","Understory","Und4","03/24/17","March","","",""
"871","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_quantius","M",1,"NF6","Understory","Und4","03/24/17","March","","",""
"872","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_quantius","M",1,"NF6","Understory","Und4","03/24/17","March","","",""
"873","Satyrinae","Satyrini","Carminda","Carminda_paeon","M",1,"NF6","Canopy","Can4","03/24/17","March","","",""
"874","Satyrinae","Brassolini","Eryphanis","Eryphanis_reevesii","F",1,"NF6","Understory","Und5","03/24/17","March","","",""
"875","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF6","Understory","Und5","03/24/17","March","","",""
"876","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF6","Understory","Und5","03/24/17","March","","",""
"877","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF6","Understory","Und5","03/24/17","March","","",""
"878","Satyrinae","Brassolini","Opsiphanes","Opsiphanes_quiteria","M",1,"NF6","Canopy","Can5","03/24/17","March","","Voucher","476"
"879","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_necys","F",1,"NF6","Canopy","Can5","03/24/17","March","","",""
"880","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_pronophila","M",1,"NF6","Canopy","Can5","03/24/17","March","","",""
"881","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF5","Understory","Und1","03/24/17","March","","",""
"882","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF5","Understory","Und1","03/24/17","March","","",""
"883","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF5","Understory","Und1","03/24/17","March","","",""
"884","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF5","Understory","Und1","03/24/17","March","","",""
"885","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF5","Understory","Und1","03/24/17","March","","",""
"886","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF5","Understory","Und1","03/24/17","March","","",""
"887","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF5","Understory","Und1","03/24/17","March","","",""
"888","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_pronophila","F",1,"NF5","Understory","Und2","03/24/17","March","","",""
"889","Satyrinae","Satyrini","Carminda","Carminda_paeon","M",1,"NF5","Understory","Und2","03/24/17","March","","Dead",""
"890","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF5","Understory","Und2","03/24/17","March","","",""
"891","Satyrinae","Satyrini","Carminda","Carminda_paeon","F",1,"NF5","Understory","Und2","03/24/17","March","","",""
"892","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","F",1,"NF5","Understory","Und3","03/24/17","March","","",""
"893","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","F",1,"NF5","Understory","Und3","03/24/17","March","","",""
"894","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF5","Understory","Und3","03/24/17","March","","",""
"895","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF5","Understory","Und3","03/24/17","March","","",""
"896","Satyrinae","Satyrini","Carminda","Carminda_paeon","M",1,"NF5","Understory","Und3","03/24/17","March","","Dead",""
"897","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF5","Understory","Und4","03/24/17","March","","",""
"898","Charaxinae","Anaeini","Memphis","Memphis_moruus","F",1,"NF5","Canopy","Can4","03/24/17","March","","",""
"899","Biblidinae","Callicorini","Diaethria","Diaethria_candrena","F",1,"NF5","Canopy","Can4","03/24/17","March","","Voucher","472"
"900","Satyrinae","Satyrini","Carminda","Carminda_paeon","M",1,"NF5","Canopy","Can4","03/24/17","March","","",""
"901","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","F",1,"NF5","Understory","Und5","03/24/17","March","","",""
"902","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF5","Understory","Und5","03/24/17","March","","",""
"903","Charaxinae","Preponini","Archaeoprepona","Archaeoprepona_amphimachus",NA,1,"NF5","Canopy","Can5","03/24/17","March","","Trap_base",""
"904","Satyrinae","Morphini","Morpho","Morpho_epistrophus","F",1,"NF4","Understory","Und1","03/24/17","March","","",""
"905","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF4","Understory","Und1","03/24/17","March","","",""
"906","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","F",1,"NF4","Understory","Und1","03/24/17","March","","",""
"907","Satyrinae","Morphini","Morpho","Morpho_epistrophus","M",1,"NF4","Understory","Und2","03/24/17","March","","",""
"908","Satyrinae","Satyrini","Carminda","Carminda_paeon","M",1,"NF4","Canopy","Can2","03/24/17","March","","",""
"909","Satyrinae","Morphini","Morpho","Morpho_epistrophus","M",1,"NF4","Understory","Und3","03/24/17","March","","",""
"910","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","F",1,"NF4","Understory","Und3","03/24/17","March","","",""
"911","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF4","Understory","Und4","03/24/17","March","","",""
"912","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","F",1,"NF4","Understory","Und4","03/24/17","March","","",""
"913","Satyrinae","Morphini","Morpho","Morpho_epistrophus","F",1,"NF4","Understory","Und5","03/24/17","March","","",""
